tipo,CNPJ,RazaoAnterior,RazaoAtual,valor,arquivo
CNPJ_Razao_Conflito,20200601000000,24746954,4325461,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4291006,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4252270,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4220328,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4174557,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4132138,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,4093096,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,4039784,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,3975338,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,3966642,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,3926621,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,3915411,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160301000000,20443744,414879,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160601000000,20663856,409123,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160901000000,20858519,392879,,caderno_jun23.zip
CNPJ_Razao_Conflito,20161201000000,21181491,389527,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170301000000,21499200,362894,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170601000000,21617290,358744,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170901000000,21979881,357740,,caderno_jun23.zip
CNPJ_Razao_Conflito,20171201000000,22271134,354253,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180301000000,22419447,351318,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180601000000,23263131,350660,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180901000000,23848439,346631,,caderno_jun23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,346377,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190301000000,24212147,338391,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190601000000,24434006,340252,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190901000000,24861374,328243,,caderno_jun23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,325169,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200301000000,25522154,327557,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200601000000,24746954,331851,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,340197,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,346009,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,346197,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,343130,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,342707,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,342916,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,347932,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,353171,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,349676,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,346890,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,345078,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160301000000,20443744,9639084,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160601000000,20663856,9580340,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160901000000,20858519,9521694,,caderno_jun23.zip
CNPJ_Razao_Conflito,20161201000000,21181491,9455509,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170301000000,21499200,9391547,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170601000000,21617290,9336986,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170901000000,21979881,9285375,,caderno_jun23.zip
CNPJ_Razao_Conflito,20171201000000,22271134,9226965,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180301000000,22419447,9186078,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180601000000,23263131,9167193,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180901000000,23848439,9120651,,caderno_jun23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,9129331,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190301000000,24212147,9050748,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190601000000,24434006,9048018,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190901000000,24861374,9038245,,caderno_jun23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,9037433,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200301000000,25522154,9002339,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200601000000,24746954,8938176,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,8999936,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,9038110,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,8998825,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,8946061,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,8889453,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,8890504,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,8889873,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,8980850,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,8985012,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,8961413,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,8920189,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150301000000,9876148,3584979,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150601000000,9881299,3646106,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150901000000,9832226,3719079,,caderno_jun23.zip
CNPJ_Razao_Conflito,20151201000000,9735173,3735680,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160301000000,20443744,3567887,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160601000000,20663856,3595602,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160901000000,20858519,3719083,,caderno_jun23.zip
CNPJ_Razao_Conflito,20161201000000,21181491,3855960,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170301000000,21499200,3916869,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170601000000,21617290,3909179,,caderno_jun23.zip
CNPJ_Razao_Conflito,20170901000000,21979881,3960838,,caderno_jun23.zip
CNPJ_Razao_Conflito,20171201000000,22271134,3956910,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180301000000,22419447,3967964,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180601000000,23263131,4063055,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180901000000,23848439,4178635,,caderno_jun23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,4298182,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190301000000,24212147,4315476,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190601000000,24434006,4276528,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190901000000,24861374,4281169,,caderno_jun23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,4324290,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200301000000,25522154,4261307,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200601000000,24746954,3997318,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4323870,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4535062,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4659756,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4764029,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4997027,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,5070187,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,5101516,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,5172588,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,5305911,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,5321612,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,5343038,,caderno_jun23.zip
CNPJ_Razao_Conflito,20151201000000,9735173,364,,caderno_jun23.zip
CNPJ_Razao_Conflito,20161201000000,21181491,343,,caderno_jun23.zip
CNPJ_Razao_Conflito,20171201000000,22271134,334,,caderno_jun23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,306,,caderno_jun23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,295,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,274,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,271,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,254,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,253,,caderno_jun23.zip
CNPJ_Razao_Conflito,00000000000001,,*,,caderno_jun23.zip
CNPJ_Razao_Conflito,00000000000001,,0.39,,caderno_jun23.zip
Valor_NaoPositivo,00000000000001,,,-0.6953125,caderno_jun23.zip
CNPJ_Razao_Conflito,00000000000001,,*,,caderno_jun23.zip
CNPJ_Razao_Conflito,00000000000001,,0.32,,caderno_jun23.zip
CNPJ_Razao_Conflito,20101201000000,433,0.63,,caderno_jun23.zip
CNPJ_Razao_Conflito,20111201000000,429,0.5,,caderno_jun23.zip
Valor_NaoPositivo,20120201000000,,,-0.0662,caderno_jun23.zip
Valor_NaoPositivo,20130301000000,,,-0.1747,caderno_jun23.zip
Valor_NaoPositivo,20130701000000,,,-0.1312,caderno_jun23.zip
CNPJ_Razao_Conflito,20131201000000,391,0.92,,caderno_jun23.zip
CNPJ_Razao_Conflito,20141201000000,381,0.78,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150301000000,9876148,1.32,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150601000000,9881299,0.79,,caderno_jun23.zip
CNPJ_Razao_Conflito,20150901000000,9832226,0.54,,caderno_jun23.zip
CNPJ_Razao_Conflito,20151201000000,9735173,0.96,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160301000000,20443744,0.43,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160601000000,20663856,0.35,,caderno_jun23.zip
CNPJ_Razao_Conflito,20160901000000,20858519,0.08,,caderno_jun23.zip
Valor_NaoPositivo,20160901000000,,,-0.14,caderno_jun23.zip
CNPJ_Razao_Conflito,20161201000000,21181491,0.3,,caderno_jun23.zip
Valor_NaoPositivo,20170201000000,,,-0.08,caderno_jun23.zip
CNPJ_Razao_Conflito,20170301000000,21499200,0.25,,caderno_jun23.zip
Valor_NaoPositivo,20170501000000,,,-0.05,caderno_jun23.zip
CNPJ_Razao_Conflito,20170601000000,21617290,-0.23,,caderno_jun23.zip
Valor_NaoPositivo,20170701000000,,,-0.01,caderno_jun23.zip
CNPJ_Razao_Conflito,20170901000000,21979881,0.16,,caderno_jun23.zip
CNPJ_Razao_Conflito,20171201000000,22271134,0.443,,caderno_jun23.zip
Valor_NaoPositivo,20180201000000,,,-0.42,caderno_jun23.zip
CNPJ_Razao_Conflito,20180301000000,22419447,0.09,,caderno_jun23.zip
Valor_NaoPositivo,20180301000000,,,0.0,caderno_jun23.zip
Valor_NaoPositivo,20180401000000,,,-0.03,caderno_jun23.zip
CNPJ_Razao_Conflito,20180601000000,23263131,1.26,,caderno_jun23.zip
CNPJ_Razao_Conflito,20180901000000,23848439,0.48,,caderno_jun23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,0.15,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190301000000,24212147,0.75,,caderno_jun23.zip
Valor_NaoPositivo,20190501000000,,,-0.02,caderno_jun23.zip
CNPJ_Razao_Conflito,20190601000000,24434006,0.01,,caderno_jun23.zip
CNPJ_Razao_Conflito,20190901000000,24861374,-0.04,,caderno_jun23.zip
Valor_NaoPositivo,20190901000000,,,0.0,caderno_jun23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,1.15,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200301000000,25522154,0.07,,caderno_jun23.zip
Valor_NaoPositivo,20200401000000,,,-0.3,caderno_jun23.zip
Valor_NaoPositivo,20200501000000,,,-0.24,caderno_jun23.zip
CNPJ_Razao_Conflito,20200601000000,24746954,0.26,,caderno_jun23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,0.64,,caderno_jun23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,1.35,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,0.93,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,0.53,,caderno_jun23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,1.16,,caderno_jun23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,0.73,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,1.62,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,0.67,,caderno_jun23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,-0.29,,caderno_jun23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,0.62,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,0.71,,caderno_jun23.zip
CNPJ_Razao_Conflito,20230301000000,41530252,41193206,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,25147416,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,25706953,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,26278786,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,26901856,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,27082497,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,23838481,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,24033193,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,24168613,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,24373798,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,24795898,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,25360002,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,25457438,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,24684093,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,25375274,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,25954769,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,26354240,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,26778400,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,27659782,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,28177496,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,28367003,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,28940686,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,29561359,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,30117777,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,30444152,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,31050883,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,31711358,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,32471063,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,32634413,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170301000000,21499200,4996645,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170601000000,21617290,4972099,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170901000000,21979881,4947528,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,4868157,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180301000000,22419447,4831545,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180601000000,23263131,4787013,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,4756486,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,4668841,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,4626691,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,4591166,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,4553641,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,4460374,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,4385831,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,4328557,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4294472,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4255895,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4224546,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4180097,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4138263,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,4099328,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,4047097,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,3982556,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,3973744,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,3934116,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,3925522,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,3914503,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,3926738,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,3928118,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,3926322,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170301000000,21499200,362894,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170601000000,21617290,358744,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170901000000,21979881,357740,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,354253,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180301000000,22419447,351318,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180601000000,23263131,350660,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,346409,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,346518,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,338213,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,340472,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,328425,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,325325,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,327688,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,331961,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,340287,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,346091,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,346273,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,343215,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,342778,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,342977,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,347963,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,353201,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,349689,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,346910,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,345085,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,346283,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,347258,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,348688,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,349798,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160301000000,20443744,9639084,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160601000000,20663856,9580340,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160901000000,20858519,9521694,,caderno_jun24.zip
CNPJ_Razao_Conflito,20161201000000,21181491,9455509,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170301000000,21499200,9391547,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170601000000,21617290,9336986,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170901000000,21979881,9285375,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,9226965,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180301000000,22419447,9186078,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180601000000,23263131,9167193,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,9121565,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,9130590,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,9051784,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,9052855,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,9045834,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,9045257,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,9008881,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,8944056,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,9005183,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,9040757,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,8996837,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,8936202,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,8876288,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,8873107,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,8866791,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,8954456,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,8949590,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,8917260,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,8865505,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,8852872,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,8813949,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,8786294,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,8754674,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160301000000,20443744,3567887,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160601000000,20663856,3595602,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160901000000,20858519,3719083,,caderno_jun24.zip
CNPJ_Razao_Conflito,20161201000000,21181491,3855960,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170301000000,21499200,3916869,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170601000000,21617290,3909179,,caderno_jun24.zip
CNPJ_Razao_Conflito,20170901000000,21979881,3960838,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,3956910,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180301000000,22419447,3967964,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180601000000,23263131,4063055,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,4176433,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,4295796,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,4307873,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,4258908,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,4263104,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,4306411,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,4243331,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,3978972,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4305400,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4516584,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4640608,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4745366,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4976770,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,5048184,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,5079071,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,5147545,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,5279356,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,5290140,,caderno_jun24.zip
